generation,best_fitness
1,0.8923136948888022
2,0.926258291065158
3,0.9586422161529458
4,0.9691767460007803
5,0.9691767460007803
6,0.9691767460007803
7,0.9691767460007803
8,0.9691767460007803
9,0.9691767460007803
10,0.9691767460007803
